customer_id,borrower_age,employment_type,employment_tenure_years,residence_years,marital_status,dependents_count,monthly_gross_income,net_disposable_income,income_variability_flag,existing_emi_obligation,debt_to_income_ratio,avg_savings_balance,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_type,loan_vintage_months,current_dpd,past_delinquency_count,max_dpd_12m,on_time_payment_ratio,missed_payment_count,partial_payment_flag,auto_debit_bounce_count,days_since_last_payment,rolling_dpd_trend,payment_volatility_score,emi_stress_ratio,delinquency_acceleration,payment_regularity_score,bounce_frequency_ratio,recovery_lag_days,outstanding_balance_ratio,utilization_shock_flag,repayment_fatigue_index,exposure_concentration_score,behavioral_risk_score
LQ06823529,35,Salaried,1.1,8.4,Married,4,95522.33,55824.52,0,25011.49,0.262,296743.89,521735.32,36,18.87,19090.47,Credit_Card,42,0,0,60,0.93,0,1,0,22,0,0.432,0.342,-30,0.27,0,0,0.684,0,0,0.274,0.211
BK28675595,54,Salaried,6.9,0.7,Single,4,42879.95,26704.09,0,33406.49,0.779,226066.95,513420.93,48,16.47,14674.38,Credit_Card,30,0,2,30,0.69,1,0,0,67,0,0.369,0.55,0,0,0,0,0.445,0,0.032,0.261,0.257
RT76458443,50,Salaried,0.5,15.2,Married,0,152848.01,103060.83,0,45181.88,0.296,280752.86,350381.51,48,23.83,11390.18,Credit_Card,28,0,5,30,0.89,0,0,1,28,0,0.063,0.111,0,0.07,1,0,0.423,0,0,0.339,0.299
NZ06034162,52,Self_Employed,7.3,18,Married,1,100854.99,55303.86,1,57217.96,0.567,411925.74,690352.98,60,22.71,19346.52,Personal_Loan,30,0,1,30,0.9,0,0,0,53,0,0.378,0.35,-15,0,0,0,0.854,1,0,0.805,0.2
KW20472248,55,Salaried,11.2,1,Single,4,165903.65,76902.99,0,7169.48,0.043,474695.52,492670.3,24,16.69,24285.41,Personal_Loan,24,0,1,0,0.76,0,0,2,60,0,0.435,0.316,0,0,2,0,0.815,0,0,0.698,0.704
DB39668783,50,Self_Employed,10.8,21.1,Single,2,149335.43,89697.46,1,29695.26,0.199,33847.38,377368.64,60,16.61,9299.63,Credit_Card,45,0,2,30,0.74,0,0,0,50,0,0.118,0.104,0,0,0,0,0.443,0,0,0.342,0.061
ZM10012180,43,Salaried,13.4,9.6,Single,3,62615.22,32015.85,0,46840.85,0.748,335675.95,936117.28,12,21.71,87484.72,Credit_Card,46,0,2,0,0.83,0,0,0,39,0,0.06,2.733,-30,0,0,0,0.473,0,0,0.887,0.835
FY32998085,44,Self_Employed,1,10.8,Single,2,152274,105161.1,1,7036.13,0.046,114733.94,802632.3,36,14.37,27576.53,Credit_Card,27,0,2,30,0.73,1,0,0,0,0,0.268,0.262,-15,1,0,0,0.738,0,0.036,0.744,0.146
ZP33644566,27,Self_Employed,6.8,23.7,Single,3,167328.73,115840.95,1,50282.67,0.301,18782.43,807344.61,36,25.23,32198.17,Personal_Loan,7,0,0,30,0.94,0,1,0,1,0,0.201,0.278,-30,0.97,0,0,0.734,0,0,0.886,0.134
FV53455494,24,Salaried,4.5,21,Single,4,198845.43,109450.03,0,13329.43,0.067,55374.83,825955.83,36,20.39,30859.85,Credit_Card,37,30,3,30,0.97,0,0,0,33,10,0.479,0.282,15,0,0,38,0.337,0,0,0.44,0.271
JP53536456,53,Self_Employed,6.2,11.5,Single,3,197018.81,120393.43,1,49649.57,0.252,283271.15,74877.63,36,14.24,2567.88,Credit_Card,70,0,1,0,0.87,0,0,1,54,0,0.263,0.021,-15,0,1,0,0.764,0,0,0.066,0.322
XW03234481,42,Self_Employed,14.9,16.7,Single,1,91525.79,48517.63,1,56347.95,0.616,109277.56,396008.81,24,11.54,18556.55,Personal_Loan,11,0,0,30,0.73,1,1,0,62,0,0.157,0.382,-30,0,0,0,0.233,0,0.083,0.32,0.154
QG37697951,54,Salaried,19.4,10.5,Single,4,132578.43,72117.3,0,49047.9,0.37,422400.36,990377.03,12,23.8,93553.82,Credit_Card,7,30,1,90,0.98,0,0,1,40,10,0.143,1.297,0,0,1,30,0.572,0,0,0.457,0.742
LS38066978,47,Self_Employed,1.1,17.1,Married,1,103931.3,70851.88,1,22891.12,0.22,150810.29,644530.78,12,11.86,57223.58,Auto_Loan,67,0,1,30,0.7,1,1,0,40,0,0.474,0.808,-15,0,0,0,0.78,0,0.015,0.464,0.361
CA47514326,36,Salaried,7.3,12.7,Single,2,185334.38,98117.07,0,44472.3,0.24,145061.46,886802.5,36,10.96,29015.98,Personal_Loan,4,15,3,60,0.72,3,1,0,47,5,0.472,0.296,-15,0,0,46,0.437,0,0.6,0.563,0.24
ZY30622647,59,Self_Employed,13.7,13.7,Married,2,64709.87,42472.6,1,12371.99,0.191,59767.78,193946.33,12,15.12,17516.25,Auto_Loan,61,0,1,60,0.66,1,0,0,57,0,0.473,0.412,-30,0,0,0,0.787,0,0.016,0.467,0.242
DC27817412,48,Gig,12.4,17,Married,3,139346.82,69692.9,1,40570.31,0.291,186460.12,166601.43,60,19.42,4360.33,Auto_Loan,37,0,1,90,0.91,1,0,0,10,0,0.359,0.063,0,0.67,0,0,0.708,0,0.026,0.173,0.109
ET89496939,32,Gig,19.1,13.2,Married,4,174469.79,82585.51,1,4963.06,0.028,274827.9,161077.66,36,20.36,6015.81,Auto_Loan,53,0,1,90,0.74,0,0,1,71,0,0.203,0.073,0,0,1,0,0.295,0,0,0.48,0.323
TC50533021,44,Salaried,10.2,15.4,Single,3,32409.95,15465.71,0,15198.28,0.469,133296.81,678152.73,36,12.56,22706.19,Credit_Card,64,0,1,60,0.93,1,0,1,55,0,0.115,1.468,-30,0,0.5,0,0.677,0,0.015,0.392,0.594
WV29375221,59,Salaried,2.9,20.7,Single,1,49026.1,29823.12,0,12508.84,0.255,79900.81,872702.53,12,16.54,79404.23,Auto_Loan,10,0,1,30,0.76,1,0,0,4,0,0.27,2.663,0,0.87,0,0,0.784,0,0.091,0.481,0.866
AY19585277,45,Salaried,6.1,9.2,Single,2,71654.71,43528.84,0,11571.29,0.161,133452.25,603819.3,36,11.28,19848.43,Credit_Card,28,0,1,30,0.99,0,0,0,61,0,0.36,0.456,-15,0,0,0,0.585,0,0,0.429,0.227
BX52409456,55,Salaried,4.7,12.4,Married,1,135715.72,63236.49,0,23310.28,0.172,50623.98,269406.76,12,20.68,25044.12,Credit_Card,61,0,1,30,0.9,1,0,1,6,0,0.4,0.396,0,0.8,0.5,0,0.506,0,0.016,0.22,0.344
TB92013388,21,Gig,14.8,13.1,Single,4,112004.51,53326.01,1,55217.17,0.493,46926.03,616447.55,48,16.23,17543,Personal_Loan,6,15,0,30,0.89,2,0,0,69,5,0.536,0.329,15,0,0,23,0.916,1,0.286,0.506,0.266
GE08273417,39,Salaried,4.1,11.6,Single,4,136651.82,95625.93,0,9451.56,0.069,188951.88,726405.39,12,10.27,63953.83,Credit_Card,68,0,2,0,0.72,2,0,1,16,0,0.149,0.669,-15,0.47,0.333,0,0.438,0,0.029,0.342,0.321
HX16289291,26,Salaried,11.4,21.2,Single,0,98375.94,68288.46,0,23348.35,0.237,269631.85,483300.69,48,20.35,14797.29,Personal_Loan,43,0,1,0,0.98,0,0,0,16,0,0.422,0.217,0,0.47,0,0,0.427,0,0,0.385,0.171
WZ57507748,22,Gig,13.7,4.1,Married,3,75653.39,34235.08,1,4359.65,0.058,20966.52,800594.4,36,11.86,26537.69,Personal_Loan,23,0,2,90,0.85,0,0,0,14,0,0.315,0.775,0,0.53,0,0,0.679,0,0,0.45,0.311
TS27977527,50,Salaried,5.1,9.2,Married,4,177518.4,95854.17,0,10134.03,0.057,413197.11,187842.48,48,16.66,5387.22,Personal_Loan,58,0,1,60,0.78,1,0,0,58,0,0.372,0.056,-30,0,0,0,0.853,1,0.017,0.2,0.11
LF47284957,26,Salaried,1.8,4.6,Married,1,135309.76,73013.11,0,31340.68,0.232,437146.49,986517.19,48,19.39,29700.39,Auto_Loan,11,15,1,15,0.84,0,0,0,0,5,0.54,0.407,15,1,0,35,0.542,0,0,0.424,0.29
PN96196366,35,Salaried,3.8,13.5,Married,3,114344.24,69365.34,0,47181.53,0.413,48628.05,257971.91,60,12.08,5748.88,Credit_Card,13,15,3,30,0.92,0,0,1,51,5,0.171,0.083,15,0,1,7,0.923,1,0,0.159,0.351
EM26342142,31,Salaried,5.7,23.7,Married,3,178250.86,112913.9,0,14280.11,0.08,134632.79,364041.53,12,14.61,32790.82,Personal_Loan,61,0,0,90,0.73,0,0,0,71,0,0.302,0.29,-30,0,0,0,0.425,0,0,0.289,0.162
MM35501446,45,Self_Employed,15.1,19,Married,3,86400.17,56096.34,1,37351.4,0.432,126202.89,925670.9,24,20.71,47434.45,Auto_Loan,70,0,2,30,0.69,3,0,0,3,0,0.545,0.846,-15,0.9,0,0,0.315,0,0.042,0.451,0.39
PS11656622,56,Gig,17.2,5.9,Single,4,176958.62,95656.75,1,57007.1,0.322,426207.35,940781.36,24,20.88,48287.23,Credit_Card,14,15,1,15,0.82,2,0,1,12,5,0.411,0.505,0,0.6,0.333,57,0.957,1,0.133,0.529,0.371
NB88142076,37,Self_Employed,8.2,23.2,Single,1,158714.19,101854.31,1,32801.71,0.207,459332.29,283602.2,48,22.44,9003.08,Credit_Card,18,0,1,90,0.72,1,0,0,11,0,0.23,0.088,-15,0.63,0,0,0.909,1,0.053,0.176,0.084
SM04436947,38,Salaried,6.2,5.3,Married,2,147688.36,74402.59,0,36015.96,0.244,131012.24,746875.17,24,10.33,34578.37,Credit_Card,16,0,3,90,0.85,0,1,0,68,0,0.529,0.465,0,0,0,0,0.427,0,0,0.847,0.272
BE74732724,28,Self_Employed,15,3.4,Single,1,25081.2,11642.9,1,41623.53,1.66,287367.59,157573.96,60,10.97,3423.68,Auto_Loan,70,0,0,0,0.94,0,0,1,26,0,0.277,0.294,-30,0.13,1,0,0.954,1,0,0.125,0.407
TA99541242,49,Self_Employed,15.8,24,Married,2,66369.8,37130.23,1,16679.79,0.251,38507.78,853238.62,36,14.11,29207.28,Auto_Loan,40,0,2,0,0.91,1,0,0,44,0,0.372,0.787,-30,0,0,0,0.785,0,0.024,0.744,0.329
PJ63389971,56,Self_Employed,10.6,5.2,Married,1,27260.99,17446.01,1,50616.88,1.857,333559.39,189560.89,60,10.65,4088.5,Credit_Card,67,0,1,90,1,2,0,0,23,0,0.179,0.234,-30,0.23,0,0,0.848,0,0.029,0.145,0.115
FI76514211,51,Salaried,10.9,18.9,Married,4,44957.53,26668.81,0,28341.04,0.63,288821.13,69345.17,36,18.16,2512.56,Personal_Loan,65,0,1,60,0.91,1,0,1,42,0,0.422,0.094,-15,0,0.5,0,0.23,0,0.015,0.045,0.259
XB39738243,25,Salaried,3.7,12.9,Married,1,27229.7,13483.93,0,13533.32,0.497,364915.67,339966.46,60,12.78,7697.05,Credit_Card,41,0,0,0,0.75,1,0,1,53,0,0.128,0.571,-30,0,0.5,0,0.493,0,0.024,0.225,0.328
MG93781471,46,Salaried,4.4,23.4,Single,2,174754.17,79477.63,0,49506.97,0.283,290373.12,79150.53,36,24.7,3134.47,Credit_Card,15,30,2,60,0.71,1,0,0,40,10,0.323,0.039,0,0,0,33,0.876,1,0.062,0.054,0.159
KA17122103,42,Gig,11.8,9.2,Single,3,110289.42,75692.76,1,24581.66,0.223,36237.11,866152.6,12,12.12,77005.24,Personal_Loan,37,0,0,0,0.88,1,0,0,13,0,0.08,1.017,-30,0.57,0,0,0.383,0,0.026,0.693,0.325
KD36041364,56,Salaried,7.7,24.3,Married,0,44772.04,30569.92,0,29866.76,0.667,426826.89,650367,12,23,61184.13,Credit_Card,21,0,1,90,0.89,0,0,0,1,0,0.405,2.001,-30,0.97,0,0,0.555,0,0,0.369,0.702
WR32715482,51,Salaried,3.9,15.6,Single,1,37988.48,23505.79,0,13979.69,0.368,113324.5,709454.55,36,10.11,22928.76,Personal_Loan,39,15,0,60,0.91,1,0,0,46,5,0.161,0.975,-15,0,0,30,0.915,1,0.025,0.399,0.366
EU49342196,38,Salaried,19.6,1,Married,2,176790.69,89150.24,0,34318.66,0.194,113230.56,360711.01,60,18.74,9305.51,Personal_Loan,33,0,0,30,0.81,0,0,1,21,0,0.538,0.104,-30,0.3,1,0,0.434,0,0,0.194,0.416
LD32838931,45,Salaried,4.3,17.1,Married,4,174394.53,106414.86,0,7810.59,0.045,420425.8,962788.54,36,15.49,33606.87,Credit_Card,67,0,0,90,0.95,1,0,0,8,0,0.498,0.316,-30,0.73,0,0,0.757,0,0.015,0.467,0.219
XN09249682,43,Self_Employed,16.1,22.6,Single,0,196255.89,96646.3,1,57617.9,0.294,461168.34,360229.03,24,10.36,16682.66,Auto_Loan,43,0,1,0,0.96,1,0,1,39,0,0.525,0.173,0,0,0.5,0,0.522,0,0.023,0.199,0.308
HR79111717,59,Salaried,5.9,5.1,Married,1,67589.89,39330.66,0,23831.35,0.353,490291.44,928050.08,12,16.09,84242.31,Personal_Loan,3,0,1,0,0.83,1,0,0,42,0,0.089,2.142,-15,0,0,0,0.681,0,0.25,0.781,0.665
KL98418584,23,Self_Employed,6.2,14.7,Single,0,52373.04,34586.03,1,56881.84,1.086,130668.85,467081.24,36,23.43,18185.43,Personal_Loan,27,0,0,90,0.78,1,0,1,36,0,0.074,0.526,0,0,0.5,0,0.259,0,0.036,0.249,0.301
XA18104863,33,Salaried,2.5,7.5,Single,3,33169.33,22137.1,0,5136.82,0.155,391527.58,414568.23,60,23.53,11813.46,Auto_Loan,1,0,0,0,0.77,0,0,0,64,0,0.102,0.534,0,0,0,0,0.55,0,0,0.442,0.186
DG93839775,38,Salaried,15.4,9.3,Single,3,186092.54,88601.77,0,45349.44,0.244,170315.16,999865.51,60,14.17,23353.34,Credit_Card,44,0,0,90,0.93,0,0,1,71,0,0.46,0.264,-15,0,1,0,0.864,1,0,0.472,0.444
BN80976615,25,Salaried,13.8,18.6,Single,0,189260.72,108001.77,0,6952.56,0.037,422905.24,158082.91,60,13.47,3635.02,Credit_Card,54,0,1,60,0.76,1,0,0,29,0,0.213,0.034,0,0.03,0,0,0.473,0,0.018,0.448,0.063
AD66114754,36,Self_Employed,5.3,5.6,Married,4,146204.08,92678.98,1,9693.47,0.066,27605.61,982193.06,24,25.47,52653.04,Credit_Card,42,0,0,0,0.82,0,0,1,44,0,0.529,0.568,-15,0,1,0,0.261,0,0,0.576,0.553
YL24279871,55,Salaried,15.4,5.2,Married,2,86423.5,43317.42,0,39981.13,0.463,451920.62,186238.34,60,19.97,4931.07,Personal_Loan,16,0,1,90,0.77,0,0,0,62,0,0.241,0.114,-30,0,0,0,0.701,0,0,0.262,0.094
ZZ62828982,46,Salaried,15.3,7.6,Single,2,136139.07,93141.34,0,13315.2,0.098,258947.83,403100.63,12,18.79,37107.99,Personal_Loan,48,90,0,90,0.93,0,0,0,31,30,0.26,0.398,90,0,0,59,0.58,0,0,0.435,0.384
AL78473468,33,Salaried,15.2,18.6,Single,0,191139.94,86117.02,0,46052.7,0.241,356339.76,887914.38,36,21.77,33804.29,Auto_Loan,40,0,0,30,0.76,0,0,1,8,0,0.31,0.393,-30,0.73,1,0,0.625,0,0,0.49,0.445
DN19947684,56,Self_Employed,1.2,19.7,Married,2,134776.43,87852.89,1,19025.98,0.141,48515.58,366003.81,48,18.91,10926.18,Personal_Loan,51,30,2,60,0.74,1,0,0,53,10,0.294,0.124,0,0,0,57,0.343,0,0.019,0.329,0.177
VL84927311,49,Salaried,15.9,21.9,Married,0,126426.22,61396.96,0,11020.76,0.087,479606.16,964116.23,60,11.26,21087.45,Credit_Card,29,0,2,0,0.89,1,1,0,42,0,0.438,0.343,-30,0,0,0,0.684,0,0.033,0.702,0.212
QW02369951,60,Salaried,6.8,18.9,Married,2,69879.82,35406.41,0,10097.38,0.144,435439.05,435322.16,48,13.34,11752.2,Credit_Card,54,30,0,90,0.72,2,0,0,59,10,0.146,0.332,0,0,0,35,0.926,1,0.036,0.306,0.203
TE67392561,25,Salaried,10.7,21.3,Married,2,189515.02,126642.01,0,55798.94,0.294,252686.64,971144.41,48,15.7,27373.52,Credit_Card,40,15,2,90,0.99,2,0,1,7,5,0.159,0.216,15,0.77,0.333,35,0.459,0,0.049,0.605,0.221
KQ86676185,57,Self_Employed,18.4,19.6,Single,2,152618.59,92300.41,1,41929.26,0.275,335594.5,580360.6,36,24.09,22796.64,Credit_Card,27,15,1,90,0.96,1,0,1,71,5,0.421,0.247,-15,0,0.5,49,0.253,0,0.036,0.344,0.338
YX24404307,24,Salaried,14.7,2.5,Single,3,51928.7,34988.58,0,29570.45,0.569,477484.55,606161.84,24,12.78,28755.44,Personal_Loan,31,0,0,30,0.83,0,0,0,12,0,0.311,0.822,-15,0.6,0,0,0.514,0,0,0.602,0.324
CK36568773,35,Self_Employed,8.6,16,Married,2,144586.05,86053.03,1,20592.1,0.142,142456.33,316302.59,24,23.73,16680.67,Auto_Loan,29,0,0,90,0.68,1,0,0,53,0,0.177,0.194,-30,0,0,0,0.863,1,0.033,0.229,0.102
CZ36006277,24,Self_Employed,18.3,10.4,Married,4,156562.87,102312.07,1,14846.29,0.095,197647.92,275675.31,12,20.49,25601.74,Personal_Loan,2,0,0,30,0.92,1,0,0,22,0,0.273,0.25,0,0.27,0,0,0.983,1,0.333,0.376,0.143
WU14585668,43,Salaried,15.5,16.5,Married,1,74811.99,44520.16,0,39180.13,0.524,31922.31,646366.08,36,23.43,25165.74,Credit_Card,29,0,0,0,0.74,2,0,0,39,0,0.193,0.565,-15,0,0,0,0.761,0,0.067,0.402,0.218
EM21977009,25,Salaried,0.8,5.1,Single,2,74554.7,46020.3,0,49590.91,0.665,239581.04,297315.95,24,20.17,15156.84,Personal_Loan,40,0,1,90,0.87,1,0,0,53,0,0.375,0.329,0,0,0,0,0.665,0,0.024,0.284,0.192
RG52082899,58,Salaried,4.8,17.4,Married,1,37868.48,22260.72,0,37647.44,0.994,350554.42,112207.81,60,18.52,2881.18,Personal_Loan,47,0,1,0,0.91,0,0,1,62,0,0.207,0.129,-15,0,1,0,0.285,0,0,0.077,0.34
VM38153645,24,Salaried,11.8,5.8,Single,3,107227.24,74146.32,0,29098.77,0.271,150852.78,769273.22,24,15.65,37537.49,Credit_Card,33,0,1,0,0.89,0,0,0,54,0,0.418,0.506,-30,0,0,0,0.501,0,0,0.527,0.256
XZ14442492,42,Gig,7.8,2.4,Married,3,126895.97,85168.61,1,34922.18,0.275,116548.13,899776.21,24,18.9,45312.77,Credit_Card,37,0,1,90,0.75,0,0,0,74,0,0.503,0.532,-15,0,0,0,0.721,0,0,0.469,0.285
DH41309463,48,Salaried,2.7,5.6,Single,3,48635.97,22130.19,0,16044.38,0.33,196267.53,555002.66,48,22.62,17673.3,Auto_Loan,62,0,1,30,0.77,1,0,0,29,0,0.076,0.799,-15,0.03,0,0,0.546,0,0.016,0.352,0.259
EE39879075,46,Gig,5.5,8.7,Single,1,170242.15,114678.89,1,56764.18,0.333,241581.29,922914.35,36,13.68,31399.77,Credit_Card,54,0,2,60,0.87,0,0,0,0,0,0.184,0.274,-30,1,0,0,0.624,0,0,0.402,0.128
NX05178961,62,Gig,16,11.9,Single,1,182209.11,116708.03,1,4323.98,0.024,337241.27,813108.43,36,21.24,30734.2,Credit_Card,60,0,1,0,0.98,0,0,0,62,0,0.335,0.263,-15,0,0,0,0.51,0,0,0.479,0.163
SH78145077,58,Salaried,13,22.5,Married,1,33770.68,20349.66,0,4910.4,0.145,445008.81,580956.21,12,22.8,54598.16,Credit_Card,59,15,1,30,0.8,0,0,0,65,5,0.155,2.683,15,0,0,10,0.493,0,0,0.285,0.877
PS21075700,28,Salaried,9.2,9.8,Single,1,92256.19,46778.64,0,3975.19,0.043,69995.94,275054.31,36,15.87,9652.45,Personal_Loan,25,0,0,90,0.92,0,0,1,8,0,0.319,0.206,-15,0.73,1,0,0.966,1,0,0.279,0.392
OI83688675,38,Salaried,11.1,9.5,Married,1,176993.76,106681.45,0,52989.38,0.299,356292.75,299162.82,60,20.96,8086.63,Auto_Loan,11,15,0,90,0.91,0,0,2,42,5,0.166,0.076,0,0,2,42,0.617,0,0,0.577,0.598
UF89606492,23,Salaried,4.6,19.7,Single,0,60557.86,35935.92,0,41381.49,0.683,135253.26,256504.78,48,16.02,7272.05,Credit_Card,60,0,1,0,0.83,2,0,0,12,0,0.251,0.202,-15,0.6,0,0,0.685,0,0.033,0.606,0.123
SZ41278283,58,Self_Employed,7.7,10.1,Married,1,101734.26,60107.98,1,23196.8,0.228,92194.5,820936.73,60,21.48,22431.33,Auto_Loan,12,0,2,90,0.84,0,0,1,51,0,0.106,0.373,0,0,1,0,0.726,0,0,0.71,0.388
LI45604936,62,Salaried,19.1,11.8,Married,0,112519.42,64857.5,0,14192.53,0.126,163141.86,971495.12,24,18.19,48590.26,Credit_Card,38,0,2,30,0.97,0,0,1,64,0,0.174,0.749,0,0,1,0,0.422,0,0,0.588,0.518
XX28722346,40,Salaried,17.5,9.5,Married,3,84684.9,46611.84,0,21267.52,0.251,97923,438933.48,24,11.02,20461.82,Credit_Card,4,0,2,60,0.75,2,0,0,12,0,0.33,0.439,0,0.6,0,0,0.5,0,0.4,0.747,0.214
NB41773447,57,Gig,13.5,7.3,Single,4,53086.64,36199.97,1,44449.49,0.837,403971.74,752796.58,12,17.67,68898.21,Auto_Loan,34,0,2,90,0.71,2,0,2,28,0,0.366,1.903,-30,0.07,0.667,0,0.354,0,0.057,0.44,0.829
QT83687526,34,Salaried,3,10.8,Married,1,182841.97,103535.32,0,50541.37,0.276,56286.82,806414.8,36,24.63,31905.32,Personal_Loan,69,0,1,60,0.82,1,0,2,4,0,0.415,0.308,-15,0.87,1,0,0.829,0,0.014,0.372,0.446
MB47840136,30,Gig,17,22.5,Married,3,126624.63,78920.94,1,35983.39,0.284,34994.45,804719.41,12,24.85,76425.35,Auto_Loan,50,0,1,30,0.97,1,0,0,39,0,0.256,0.968,0,0,0,0,0.256,0,0.02,0.606,0.354
OJ06701879,58,Salaried,12.8,19.3,Married,2,61914.61,28319.79,0,31121.93,0.503,346356.12,146223.68,60,12.25,3271.17,Credit_Card,48,0,0,0,0.76,0,0,1,1,0,0.149,0.116,-30,0.97,1,0,0.346,0,0,0.434,0.322
ZJ68480368,51,Self_Employed,10.3,15.3,Married,1,122386.82,56000.21,1,37789.25,0.309,33831.88,69865.98,24,12.96,3320.24,Credit_Card,3,0,1,30,0.71,1,0,0,19,0,0.309,0.059,-30,0.37,0,0,0.562,0,0.25,0.097,0.095
ZJ91552835,57,Self_Employed,13,17.4,Single,0,173129.06,92910.46,1,25382.97,0.147,158971.02,561335.72,60,13.67,12965.46,Credit_Card,30,30,1,30,0.98,1,0,1,63,10,0.359,0.14,15,0,0.5,28,0.917,1,0.032,0.372,0.323
AZ42086522,60,Salaried,1.8,17.4,Married,3,93188,53899.57,0,15835.08,0.17,411582.44,211265.61,60,21.77,5807.33,Personal_Loan,44,0,4,0,0.9,0,0,0,37,0,0.354,0.108,-30,0,0,0,0.792,0,0,0.249,0.121
YF64225427,26,Salaried,8.2,1.5,Married,3,67366.24,40904.34,0,44936.76,0.667,110278.91,492920.46,24,15.05,23911.77,Auto_Loan,10,0,0,60,0.69,2,0,0,42,0,0.341,0.585,-30,0,0,0,0.203,0,0.182,0.488,0.261
LI60807025,25,Salaried,13.9,21,Single,4,31691.1,18136.87,0,4027.6,0.127,224424.82,373312.28,60,22.67,10453.19,Credit_Card,47,0,3,30,0.99,0,0,0,22,0,0.493,0.576,-30,0.27,0,0,0.369,0,0,0.357,0.296
DP29339584,59,Salaried,8.2,21,Single,4,148660.79,91471.45,0,54733.14,0.368,404172.42,611967.76,36,13.37,20728.84,Credit_Card,29,90,0,90,0.7,1,0,0,30,30,0.423,0.227,60,0,0,27,0.388,0,0.033,0.451,0.374
LH49570810,38,Salaried,3.9,4.9,Married,0,151712.72,84858.75,0,36492.68,0.241,261498.34,866816.81,36,24.78,34363.71,Credit_Card,43,15,1,15,0.73,1,0,0,16,5,0.538,0.405,15,0.47,0,13,0.313,0,0.023,0.375,0.289
LW02718655,44,Salaried,2.4,2.3,Married,2,155479.6,95921.74,0,19656.19,0.126,228562.6,556036.5,24,21.43,28689.87,Auto_Loan,33,0,0,30,0.69,1,1,2,27,0,0.357,0.299,0,0.1,1,0,0.456,0,0.029,0.487,0.429
TH42297571,47,Self_Employed,2.9,3.1,Single,1,112779.83,68951.44,1,29966.3,0.266,50604.04,137148.84,48,25.73,4603.48,Credit_Card,63,15,1,15,0.86,1,1,0,25,5,0.296,0.067,-15,0.17,0,47,0.688,0,0.016,0.532,0.127
JF59732053,64,Gig,4.1,9,Married,0,137880.66,94389.04,1,20258.26,0.147,162084.68,557698.96,60,20.52,14937.44,Credit_Card,26,15,0,30,0.7,3,0,0,68,5,0.054,0.158,15,0,0,31,0.222,0,0.111,0.579,0.094
WN08886106,61,Salaried,12.6,20,Married,3,82970.21,49601.51,0,57163.06,0.689,315459.26,696376.89,36,22.52,26782.65,Personal_Loan,21,0,0,90,0.74,0,0,1,33,0,0.256,0.54,-30,0,1,0,0.351,0,0,0.37,0.476
MX10516712,21,Salaried,15.5,0.7,Single,4,132895.26,81692.39,0,14646.17,0.11,38111.85,560530.32,60,14.37,13150.33,Personal_Loan,38,0,0,90,0.78,2,0,1,2,0,0.178,0.161,-30,0.93,0.333,0,0.792,0,0.051,0.275,0.176
IB06076432,57,Salaried,13.4,17.4,Married,4,168492.37,117566.24,0,12759.24,0.076,358591.43,971707.24,24,12.77,46091.83,Credit_Card,25,0,1,30,0.67,1,0,2,33,0,0.171,0.392,-30,0,1,0,0.227,0,0.038,0.568,0.41
LU67396473,58,Salaried,14.1,6.5,Married,2,135105.74,71539.43,0,56539.56,0.418,313280.11,483222.3,12,11.87,42904.33,Personal_Loan,5,0,0,0,0.98,0,0,0,64,0,0.157,0.6,-30,0,0,0,0.428,0,0,0.437,0.219
FF19949222,41,Salaried,15.6,24.1,Single,2,110699.67,67879.48,0,28497.95,0.257,143394.93,130951.36,36,15.81,4591.59,Personal_Loan,15,0,0,0,0.81,1,1,0,6,0,0.464,0.068,-30,0.8,0,0,0.265,0,0.062,0.178,0.136
RX17159593,47,Gig,5.5,11.3,Single,0,65497.23,37094.89,1,39508.3,0.603,395666.72,763977.35,12,23.29,71979.15,Credit_Card,2,30,1,60,0.96,1,0,1,0,10,0.23,1.94,30,1,0.5,48,0.48,0,0.333,0.736,0.831
TY25355885,28,Salaried,17.2,12.2,Single,3,25751.09,12939.1,0,58920.27,2.288,184525.64,856408.29,60,14.48,20140.88,Auto_Loan,50,30,1,60,0.87,0,0,0,35,10,0.438,1.557,0,0,0,7,0.234,0,0,0.53,0.643
CT57299993,38,Self_Employed,6.3,16.8,Married,1,153528.67,85177.52,1,9991.77,0.065,280481.2,492542.43,48,10.41,12589.35,Credit_Card,37,0,1,30,0.71,1,1,2,25,0,0.465,0.148,-30,0.17,1,0,0.314,0,0.026,0.253,0.411
RS67611852,22,Self_Employed,10.5,19.9,Single,0,195238.49,96969.49,1,15416.49,0.079,360621.47,354928.39,60,14.89,8423.24,Personal_Loan,66,0,1,30,0.79,1,0,1,5,0,0.155,0.087,0,0.83,0.5,0,0.716,0,0.015,0.194,0.19
OM80794709,51,Salaried,2.2,6.6,Single,4,138474.08,64360.55,0,20639.24,0.149,373628.31,593173.06,36,10.13,19176.25,Credit_Card,6,30,1,90,0.73,1,0,0,51,10,0.195,0.298,0,0,0,23,0.637,0,0.143,0.352,0.205
CG40680426,37,Salaried,12.7,10.6,Single,4,36411.32,19281.35,0,53427.06,1.467,322903.13,389388.24,24,13.81,18660.72,Auto_Loan,65,0,2,90,0.68,0,0,0,60,0,0.34,0.968,0,0,0,0,0.359,0,0,0.582,0.375
